id,name,full_name,age,nationality,team_name,position,season
19287,LpVJW,yfbUe,07,owogY,Norwich,Defender,2021
25332,TuRGm,XoDHW,80,vTpRb,Norwich,Attacker,2021
40774,Latnr,cJTOz,29,DdsHw,Norwich,Midfielder,2021
130417,RHthR,Jupvm,90,oUUxg,Norwich,Attacker,2021
147835,wndgz,yjdMk,73,uHEIb,Norwich,Defender,2021
161800,hAVQR,UAjVg,46,RZptA,Norwich,Attacker,2021
171034,rOLBQ,rasZw,52,xKFBj,Norwich,Midfielder,2021
278095,FhiHr,wSzrU,98,pRtIk,Norwich,Attacker,2021
284300,PhQOJ,RxoZv,49,HFwfD,Manchester United,Defender,2021
284441,oeLFr,nKZbO,92,COzkI,Norwich,Attacker,2021
18777,lFOyG,XVvZe,83,JGCNt,Leicester,Midfielder,2021
18779,ecYMr,VQPno,74,BngHn,Leicester,Midfielder,2021
18793,sKAlP,vvEtw,03,bqbIh,Watford,Defender,2021
18797,NsTRR,xCcwJ,52,FPwOS,Watford,Defender,2021
18803,roohx,kJhSd,31,mRCiS,Watford,Midfielder,2021
18804,HJkZq,WOKGn,79,iejlw,Watford,Midfielder,2021
19136,nWaCF,PWOLg,20,rCXcF,Tottenham,Attacker,2021
19177,RAJKV,hmwup,47,JpPGs,Aston Villa,Defender,2021
19569,pqdfr,uChmP,96,qFjao,Leeds,Attacker,2021
21100,LUOzt,YtThL,62,ZVkpS,Watford,Midfielder,2021
21383,szvYj,kjDKF,03,UOXss,Burnley,Defender,2021
22007,ZZftU,ikXcq,94,KWUdr,Watford,Defender,2021
31016,DyDot,rEVsH,15,mBAMS,Watford,Defender,2021
44775,XpTTs,QWexd,15,zttOb,Watford,Goalkeeper,2021
141133,sPfaF,rWIQU,55,oWMwk,West Ham,Defender,2021
157997,RCgvf,KItxa,23,HIjWW,Manchester United,Attacker,2021
161948,nxzaZ,mPEyW,87,nlMim,Manchester City,Attacker,2021
167660,fTBuY,NDYgV,02,JaGHD,Watford,Defender,2021
278128,XqtNz,nxjhy,07,Ifmkj,Manchester City,Defender,2021
278232,iCFzx,TWDQB,76,WcVAV,West Ham,Midfielder,2021
285,qZHpD,qsSck,79,NFEUg,Wolves,Defender,2021
1276,nsOup,ZtCty,53,aIWJC,Watford,Attacker,2021
1424,Lafzm,XwLSr,24,VQYlT,Watford,Midfielder,2021
2218,aLkIr,WycMk,26,lTECs,Watford,Attacker,2021
2860,DwdGJ,ZESOu,59,oQGIc,Watford,Midfielder,2021
10329,lwYMN,hklqi,93,MjXYd,Watford,Attacker,2021
18737,XYKgX,ezcoV,56,yATwf,Wolves,Goalkeeper,2021
18874,atLre,uVRnR,04,IKgwj,Watford,Midfielder,2021
18915,bHhrj,oFXQR,17,YEYYE,Burnley,Defender,2021
19166,Gsjrf,zMPRK,16,hutSE,Newcastle,Attacker,2021
19182,tKJXO,eTQiu,89,oLDbr,Aston Villa,Defender,2021
19185,gDZzS,usVvd,27,wdBZu,Aston Villa,Attacker,2021
123437,XuPdL,qrUrN,99,TuPOn,Wolves,Defender,2021
127470,BzeHD,TeqRm,71,xjkEF,Watford,Midfielder,2021
130418,aTAos,AbanK,90,uIcGv,Wolves,Goalkeeper,2021
130421,FObVC,LYIxu,18,VcEIA,Southampton,Midfielder,2021
149564,YJqwf,rLcNe,34,HQXGH,Wolves,Midfielder,2021
193296,bUwzz,yZzCx,03,EMgOL,Watford,Attacker,2021
367472,xRKti,KLZNo,48,QXVIQ,Watford,Attacker,2021
367473,Ryltz,rJinr,87,iRqNY,Watford,Attacker,2021
639,cKozZ,CxkEb,23,oPueh,Brighton,Midfielder,2021
18807,fvciX,kKKHS,17,rQtnH,Watford,Midfielder,2021
18808,gazCj,DkLpk,58,sWePp,Watford,Attacker,2021
18820,AGiVC,CvnNM,30,MDpOF,West Ham,Midfielder,2021
18885,bWyMn,sYfXQ,50,KgKjl,Newcastle,Goalkeeper,2021
18916,vrXDp,GHqUv,76,AhXsb,Burnley,Defender,2021
19139,LSrSM,NVkoR,65,icqgR,Leeds,Attacker,2021
19253,bIUdG,eqPDT,73,tEunn,Norwich,Attacker,2021
19772,fjNVU,RnDWv,58,mUxvA,Brighton,Attacker,2021
19831,OMcXX,MRBsT,46,pGsdG,Brentford,Midfielder,2021
22010,hVRwP,zciMA,79,zlsWC,Liverpool,Attacker,2021
49942,KDCGo,CVOyN,56,YaBHd,Watford,Midfielder,2021
138777,rWhTj,juzxL,13,krwsv,Chelsea,Midfielder,2021
138829,opIUW,kjopk,15,XFDjy,Liverpool,Midfielder,2021
152952,IkfRa,amOvs,37,SpHMD,Chelsea,Midfielder,2021
152971,xIquP,gFDSG,98,lkijJ,Leicester,Defender,2021
180560,bHUgV,WpLJx,02,ZPnld,Manchester United,Midfielder,2021
191976,iukLn,xcDNH,10,PSmGs,Watford,Midfielder,2021
284500,JwWEM,cPEvT,05,RcQJm,Aston Villa,Midfielder,2021
297187,yjCRM,kkRrg,94,OEEIs,Leeds,Defender,2021
638,oGQpb,DWjIV,79,EqqCQ,Leeds,Attacker,2021
17772,ceLyK,hYofV,99,sUJFt,Brentford,Defender,2021
18840,fmuGH,deyjl,84,YREqP,Crystal Palace,Defender,2021
18924,ALnvq,tyJwH,59,imHFP,Newcastle,Midfielder,2021
18956,gxxED,bFEIu,88,zHXJj,Southampton,Attacker,2021
19251,eWbbi,ownZo,40,vGNRJ,Watford,Attacker,2021
19541,ochDC,gSHgs,56,PiZkR,Brighton,Goalkeeper,2021
19894,Bqhay,OtzQP,45,Pegsq,Norwich,Defender,2021
126791,ugZpa,OByBg,35,fUFQB,Everton,Attacker,2021
127469,urHbB,xCnPX,23,oLwSk,Brentford,Defender,2021
138842,Vevwd,OcqJw,19,RIiIK,Arsenal,Midfielder,2021
138844,OYhzf,JWarX,75,SnbAY,Everton,Goalkeeper,2021
138909,qqDoI,URlaG,55,aaFau,Newcastle,Goalkeeper,2021
167656,ygScD,fXhgM,36,FsrFi,Brighton,Midfielder,2021
180317,Lfgar,BeETO,58,LhcGs,Liverpool,Defender,2021
180940,DcrnA,FFUTw,75,lbYPL,Chelsea,Goalkeeper,2021
264437,ARmcQ,bNjYV,97,rrbnW,Burnley,Defender,2021
280672,BXlti,hFkNA,46,BOSxv,Brighton,Defender,2021
284208,bKXnj,VfhcC,20,LdnhF,Burnley,Attacker,2021
284466,JzOxy,dCPfP,69,VzxtZ,Arsenal,Attacker,2021
18736,wyrFD,brYJS,33,JMXci,Burnley,Goalkeeper,2021
18912,vDRXE,oFlih,77,oxtZh,Burnley,Defender,2021
18934,fZQof,kNudp,04,SywzK,Southampton,Goalkeeper,2021
19188,aysYL,WQQLr,70,PWNKb,Aston Villa,Midfielder,2021
69680,CednK,Dlfyw,53,uDkOa,Burnley,Attacker,2021
107087,kBqlJ,cHdaX,25,iaqct,Crystal Palace,Attacker,2021
137300,BMQPZ,RifjY,56,iixcE,Brighton,Defender,2021
138783,jeUnn,MslCp,21,tWvAs,Arsenal,Midfielder,2021
138793,XuZBM,cGGBG,40,bBQjl,Tottenham,Midfielder,2021
138906,ktUFi,aSfof,28,dgagM,Newcastle,Midfielder,2021
153425,YEtnc,zztQc,38,QLtwL,Everton,Attacker,2021
158432,sSwXz,iEsMp,39,pSlFE,Wolves,Midfielder,2021
162552,CJBMq,sieeL,33,HjyGB,Tottenham,Attacker,2021
163054,qiLbs,aHojn,73,uzhih,Manchester United,Attacker,2021
275576,AVmQd,VdHzg,07,KFhuI,Norwich,Goalkeeper,2021
278064,mcwKY,oYpie,21,wobDR,Norwich,Midfielder,2021
278092,rFkGI,EJynU,47,vCHAi,Norwich,Defender,2021
278129,SPeQD,BogZo,70,yitFJ,Manchester City,Defender,2021
282901,eQjkV,epJIo,74,viUZm,Leeds,Midfielder,2021
298049,EGRUS,SjGoM,84,fJLBN,Crystal Palace,Attacker,2021
17463,HAnam,CMlwj,89,rqheN,Walsall,Midfielder,2021
18791,SXxSv,YZuZr,20,oqLei,Watford,Goalkeeper,2021
19629,paKyR,HQudE,98,hUduz,West Ham,Goalkeeper,2021
21147,lDZeS,puEoz,11,lUJMO,Burnley,Midfielder,2021
138819,GIOyo,xEOao,62,Ysabp,Tottenham,Defender,2021
138839,dbYwg,NgbUz,25,gyLhU,Tottenham,Defender,2021
138841,BFhNy,eLXmy,12,XzVMp,Arsenal,Defender,2021
138864,MhXGu,NjbJl,21,qabQY,Southampton,Midfielder,2021
138919,ycoBT,IBujP,95,IWkcc,Norwich,Attacker,2021
153431,Atwlk,TRGpy,79,tQycj,Burnley,Midfielder,2021
158698,RertO,hTeie,10,umEJS,Liverpool,Defender,2021
162075,hvSSc,nHYnV,84,JHelF,Brentford,Midfielder,2021
162446,odXFy,KBRzm,72,TOlNf,Leeds,Midfielder,2021
197807,qcKFj,SDdag,82,KWRmF,Aston Villa,Attacker,2021
197811,NySDi,WzUzP,86,AodsB,Brentford,Defender,2021
276605,GgAML,ZcApV,08,eFUeG,Watford,Defender,2021
278118,RQGId,YqxEu,19,BeQYt,Leicester,Defender,2021
283290,FKfbf,NZhbv,75,XlyKS,Leicester,Midfielder,2021
284449,iblRz,daXTR,05,IVqrv,Crystal Palace,Midfielder,2021
348461,iPEuB,OqObC,38,YYyxU,Walsall,Midfielder,2021
305,uckCM,eGiJI,23,ONYyk,Liverpool,Attacker,2021
662,LahZH,GRqLt,01,REBVD,Tottenham,Midfielder,2021
902,hrvID,xvldb,53,bDIxM,Manchester United,Midfielder,2021
904,mzgKh,kraVQ,16,awMLd,Manchester United,Midfielder,2021
907,CIXgH,bTVgD,43,VuLJE,Chelsea,Attacker,2021
18767,BkdrT,pidNo,23,pMyHm,Leicester,Attacker,2021
18887,wSTlQ,EQQVd,97,mLBnj,Watford,Goalkeeper,2021
19194,MxYfw,msItS,01,yQYgl,Chelsea,Attacker,2021
30418,FHpCk,ZeSQG,80,DtWPM,Tottenham,Goalkeeper,2021
45013,HukcQ,gXqDN,26,QAZmD,Partick,Midfielder,2021
47302,AsrTr,rLXQE,72,feFqP,Leeds,Defender,2021
138905,TFuYP,cYatH,84,lUEAG,Newcastle,Attacker,2021
152949,hoYvR,FlNJd,41,jNWMc,Southampton,Defender,2021
167657,lfGQU,UQwLg,71,ZYGAS,Everton,Midfielder,2021
180308,zdHYH,HUFgK,43,xDQmD,Brentford,Midfielder,2021
278083,EZMFH,oIwga,96,skPUd,Brentford,Midfielder,2021
284297,MIxKV,BRmZq,11,DoOJl,Burnley,Defender,2021
284323,ntJWC,RVnmZ,12,DlCdm,Manchester United,Midfielder,2021
309816,JhPig,dOqGf,79,tiHhm,Watford,Attacker,2021
350318,vhPAK,gTeNZ,63,tdCtR,Watford,Midfielder,2021
182,uSnvr,ImhwK,66,MSwmd,Tottenham,Midfielder,2021
842,Nzpyx,nDuTd,34,XLZuK,West Ham,Midfielder,2021
877,JpiLW,fNGxD,95,NHnHD,Everton,Attacker,2021
1735,dqQSI,hvxbT,44,XRwqJ,Partick,Goalkeeper,2021
2279,HVsNC,ngymr,69,VUzrR,Chelsea,Defender,2021
2773,ZBzNC,oNgRQ,98,pjUAd,Watford,Defender,2021
2777,Judtn,ZetsC,07,KJvPd,Watford,Attacker,2021
15430,fQmqe,dWiRX,15,ZtUcw,Partick,Defender,2021
18799,wuUmE,ckGPb,27,wYvBV,Watford,Defender,2021
20220,UEzcb,EghPq,46,DdSnr,Partick,Attacker,2021
44953,PvqhS,ePSnU,32,nmyfF,Partick,Midfielder,2021
45204,MsRYT,jnoGC,97,pALRE,Partick,Goalkeeper,2021
45285,fPNzU,ZEyJP,44,HgmTx,Partick,Defender,2021
46792,Izxug,FiYYe,97,dVZZL,Arsenal,Defender,2021
108555,MjuUN,EvxhP,05,GPSKe,Partick,Midfielder,2021
138931,FjKBX,PxFUy,90,qCxDe,Aston Villa,Midfielder,2021
138937,VEaCY,GrcxS,50,XVkON,Aston Villa,Goalkeeper,2021
156490,pXnaS,CTIjw,28,ikkme,Everton,Defender,2021
278079,oZyXu,YpipU,48,jzNFw,Aston Villa,Midfielder,2021
284457,KlnkJ,SGojb,54,CiadK,Aston Villa,Defender,2021
307,djlMq,WNmiJ,47,PwOrL,Liverpool,Midfielder,2021
2928,WzuHD,Nmonb,86,TzgTz,Crystal Palace,Attacker,2021
3008,jZEBC,xRDFH,70,lPOxu,Leeds,Midfielder,2021
18770,GbJmT,Nlujn,40,EhKim,Leicester,Goalkeeper,2021
18926,ILmVs,WokpT,96,YaBZp,Burnley,Midfielder,2021
20328,zpJuQ,wuoAc,26,Ywmwo,Partick,Defender,2021
30795,HTrHj,SANDA,29,WEcVA,Watford,Defender,2021
45117,nFLhJ,ElfQi,41,EjFpz,Partick,Attacker,2021
45163,tsHDm,xiElD,08,kLmQv,Partick,Midfielder,2021
45164,urHHg,uHcNX,80,KeKmt,Partick,Midfielder,2021
45213,WCylO,ItctH,16,cowRM,Partick,Midfielder,2021
45309,egflQ,TpoCc,46,DvEaZ,Partick,Attacker,2021
45325,sbONd,CiwPf,22,epNAJ,Partick,Defender,2021
47582,JISKd,sIBVX,53,XmhzO,Watford,Attacker,2021
48649,QVenH,aAeqN,71,KpPmQ,Brighton,Attacker,2021
181420,vwJTI,kePVq,64,sKroL,Watford,Midfielder,2021
195717,DhOhx,gjEAs,83,llkVz,Wolves,Defender,2021
278108,bzwHY,ELoNT,60,tWLVg,Arsenal,Defender,2021
280963,vPuhj,OGPKY,62,uGJOI,Partick,Attacker,2021
284373,ZNRTK,zetIE,64,wgLds,Newcastle,Midfielder,2021
244,UTiDB,PtZvW,90,pZBGT,Tottenham,Attacker,2021
625,mNQEw,aLqIj,83,MCsjd,Manchester City,Defender,2021
17661,PtbhU,XPxhI,30,nJQSs,Everton,Defender,2021
17832,yGwlE,OKPOk,95,qqUdK,Watford,Defender,2021
18755,jCGSe,MCcjx,05,iKKGo,Everton,Goalkeeper,2021
18800,xBBnj,ieRsQ,95,Urmbs,Watford,Defender,2021
19072,KPiiP,HZThX,85,VOzhf,Norwich,Midfielder,2021
19195,nCBhG,MfFHw,22,yfnNT,Everton,Attacker,2021
19314,UzjDm,NaBkA,58,MhUqX,Tottenham,Defender,2021
19345,cauTm,qWLBN,06,NaZTS,Brentford,Defender,2021
19437,ZYzSU,tOyQA,36,FIOri,Liverpool,Defender,2021
37276,WZJvd,fGigJ,13,rINzP,Brighton,Goalkeeper,2021
38781,Ppxgl,BntXb,73,Iivdn,Chelsea,Defender,2021
40434,EzztD,lIPyy,01,pTQQd,Brentford,Attacker,2021
43071,jutqi,EFNTV,15,TJsJK,Brighton,Midfielder,2021
129791,vBRnl,oLstB,47,CHrjC,Wolves,Attacker,2021
138893,aUVwl,VEYSd,28,ONLQj,Tottenham,Attacker,2021
181827,RMcfo,tQJci,62,GALqP,Manchester City,Defender,2021
283026,EqOzC,HwekW,97,OUBOO,Arsenal,Attacker,2021
284311,pYfZf,IMoOG,44,CPteU,Southampton,Defender,2021
179,iiolN,EgVlW,60,amAOP,Watford,Midfielder,2021
885,jvGyb,ywdoK,01,dWIDM,Manchester United,Defender,2021
1101,IPCYv,zDrTH,45,TunAV,Liverpool,Midfielder,2021
1442,wyaYw,cnoZn,15,mgXBN,Arsenal,Defender,2021
1467,ZvGqg,AnDvT,78,XXKNl,Arsenal,Attacker,2021
2287,kLPyo,aCjuu,68,WlnlU,Chelsea,Midfielder,2021
2728,DxgdZ,rZZgP,98,mippd,Leicester,Goalkeeper,2021
3246,TioGA,oGfCh,31,UDFlk,Arsenal,Attacker,2021
18765,LgHCA,BCAmo,12,KeTXe,Everton,Midfielder,2021
19321,NjAQC,oPsBT,67,okKYw,Tottenham,Defender,2021
19684,RBiQl,NfAzV,39,EfuXb,Crystal Palace,Goalkeeper,2021
22166,yVzGH,Oaayv,98,CPJix,Chelsea,Defender,2021
41577,LKDLu,fkMDq,83,RZTcT,Arsenal,Defender,2021
44928,cGVmD,jIeWB,20,oqAXk,Leeds,Midfielder,2021
53525,GlUkN,WPNpm,96,ERfos,Norwich,Midfielder,2021
69257,amwpq,LlXxT,38,jxcyN,Brighton,Defender,2021
134428,jTpom,gGcER,90,axitw,Aston Villa,Defender,2021
138835,uBNQz,XXZTn,61,TniqB,Arsenal,Attacker,2021
278107,jdzRu,cFKfS,69,SSDzj,Arsenal,Defender,2021
291107,zsMdy,jxgVd,95,AQZzS,Leeds,Midfielder,2021
48,zcWUs,EYnoX,74,beAvF,Chelsea,Midfielder,2021
739,WLdrb,LAXnh,48,JxdSQ,Tottenham,Defender,2021
931,NGory,RGmCk,91,LMlBx,Manchester City,Attacker,2021
1107,jxoHp,VDbGg,55,zjNbd,Leicester,Defender,2021
1496,cdRbK,ROhNl,84,QvECc,Leeds,Attacker,2021
1914,NVXlK,AGfsN,29,mqkQU,Aston Villa,Midfielder,2021
2278,NwSdL,pujTL,98,HHDeg,Chelsea,Defender,2021
2282,gwrjF,mxZAN,45,TLXol,Chelsea,Defender,2021
2285,Byhpi,GdTKH,62,AGfiA,Chelsea,Defender,2021
17715,gpamC,aBWtL,71,EQLuu,Brighton,Midfielder,2021
18742,Ibyam,wados,68,wlDlv,Tottenham,Defender,2021
18942,kaQli,zcNfg,44,HjRuH,Southampton,Defender,2021
19069,vqJxt,wpkbL,73,SdFFN,Norwich,Defender,2021
19347,cercv,cgRJD,53,hmndi,Brentford,Defender,2021
19350,ZpWrL,BOHcc,65,VBCkF,Brentford,Defender,2021
21636,Qakne,MSyci,64,SCwrF,Aston Villa,Defender,2021
22170,gzxXj,uRKzY,33,pWmLA,Norwich,Midfielder,2021
50075,PDCGF,OqWXS,67,dqfgG,Watford,Attacker,2021
125618,mtZBo,YAoDC,03,ucHih,Brighton,Defender,2021
152699,NCZZe,tKWzP,46,DOtuN,Watford,Attacker,2021
84,lpXcO,IGktc,80,wFJZa,Aston Villa,Attacker,2021
274,bxcHq,xBUdz,74,DbxfJ,Manchester United,Attacker,2021
378,FEtOo,BuJKb,56,SqtSZ,Manchester United,Defender,2021
1117,rNNht,zTpuH,09,aLhsb,Arsenal,Defender,2021
1440,SdRmG,XOAMt,46,ucavw,Arsenal,Defender,2021
1578,BJrJj,sPnWK,93,sRHKg,Tottenham,Midfielder,2021
2061,KcfJO,aRCNq,54,vkIxt,Tottenham,Attacker,2021
18794,ksyxu,KMqEe,49,ShzTV,Watford,Defender,2021
18899,mafBL,yLnUv,98,PScnj,Newcastle,Midfielder,2021
18902,xwcYJ,oLCdN,83,AaZIf,Chelsea,Midfielder,2021
18906,EcZDk,CkPVU,44,eEmhd,Leicester,Attacker,2021
18949,mEIIx,dprzs,21,WjBfT,Southampton,Midfielder,2021
18978,XCQDQ,oYlfQ,58,Rhmzd,Brighton,Attacker,2021
19959,xMOPm,fsAxy,02,GgKNv,Arsenal,Defender,2021
20355,bXGxp,oYOzp,85,zkKBy,Arsenal,Goalkeeper,2021
22224,Yggmg,NGpnD,02,eBZXU,Arsenal,Defender,2021
47016,ihfXp,ZsKzo,74,qqZMu,Brentford,Goalkeeper,2021
169295,aFamd,mvZSE,82,ISEMJ,Arsenal,Goalkeeper,2021
231062,duQFS,HywuT,22,xZKHi,Arsenal,Goalkeeper,2021
284061,ENsEM,njVKh,39,JKdsp,Arsenal,Midfielder,2021
49,uzCww,mrxOB,50,plsLB,Arsenal,Midfielder,2021
567,Wnobr,UqXNM,35,tpsCF,Manchester City,Defender,2021
617,rSdfz,hMhwb,29,spPcl,Manchester City,Goalkeeper,2021
626,DDnTa,AFazR,39,UUrcN,Manchester City,Defender,2021
627,rvLFk,MRweI,58,CGvLk,Manchester City,Defender,2021
641,qwbgO,NtRuk,59,HZLRA,Manchester City,Midfielder,2021
643,oWcMH,YfRBm,63,Dhoqu,Manchester City,Attacker,2021
727,yvxkF,KSiBE,80,WJbcJ,Arsenal,Attacker,2021
1161,cxpsG,lPXcu,07,nRuqz,Arsenal,Midfielder,2021
1452,HUSeV,UocLB,09,roEWZ,Arsenal,Midfielder,2021
1460,SENuH,GHvil,54,sWeQO,Arsenal,Midfielder,2021
1464,JyDly,wiDsm,32,NnfoP,Arsenal,Midfielder,2021
1468,nVaJi,sOnjI,97,IuzxL,Arsenal,Attacker,2021
1946,BxCUw,xYQSY,67,zQGXU,Brighton,Attacker,2021
2289,QJcYX,kurFw,46,euezu,Chelsea,Midfielder,2021
2597,SnajI,zEzCg,51,yZfty,Arsenal,Defender,2021
18861,uCcGm,xKrrM,49,bbJRT,Manchester City,Defender,2021
19197,DabyR,VSbae,26,CjiBw,Manchester City,Goalkeeper,2021
37127,uzOIe,UOZmJ,58,BrUBA,Arsenal,Midfielder,2021
127769,UyccZ,LArNQ,91,mdlrI,Arsenal,Attacker,2021
44,omXjM,QvbKb,09,ABUMQ,Manchester City,Midfielder,2021
169,oWMHO,zeURn,51,gRVti,Newcastle,Defender,2021
622,WfWSZ,NnYIK,37,BioFJ,Manchester City,Defender,2021
629,IBLjz,ZMZIM,24,gibBL,Manchester City,Midfielder,2021
631,pSkrf,zrqQb,86,YLBzl,Manchester City,Midfielder,2021
633,PQddQ,KiwRu,70,EPmyz,Manchester City,Midfielder,2021
635,kzujT,dyqYJ,09,ArGZz,Manchester City,Attacker,2021
