news_id,player_name,clubs_mentioned,veracity
530765,Steven Gerrard,"['Everton FC', 'Rangers']",False
530765,Rafael Benitez,"['Everton FC', 'Liverpool FC']",False
530766,Jamie Carragher,"['Liverpool FC', 'Everton FC']",False
530769,Moise Kean,"['Everton FC', 'Paris St-Germain']",False
530771,Raheem Sterling,"['Arsenal FC', 'Manchester City']",False
530771,Harry Kane,"['Tottenham Hotspur', 'Manchester City']",False
530774,Jules Kounde,"['Manchester United', 'Sevilla', 'Barcelona']",False
530775,Andre Onana,"['Arsenal FC', 'Ajax']",False
530776,Albert Sambi Lokonga,"['Arsenal FC', 'Anderlecht']",True
530779,Miralem Pjanic,"['Barcelona', 'Juventus']",False
530780,Gianluigi Donnarumma,"['AC Milan', 'Roma']",False
530781,Boubakary Soumare,"['Leicester City', 'Lille']",False
530782,Alan Velasco,"['Brighton & Hove Albion', 'Newcastle United']",False
530783,Pedro Goncalves,"['Manchester United', 'Sporting Lisbon']",False
530784,Romain Perraud,"['Leeds United', 'Stade Brest']",False
530785,Dion Sanderson,"['Sunderland', 'Wolverhampton Wanderers']",False
530786,Kylian Mbappe,"['Real Madrid', 'Paris St-Germain']",
530786,Cristiano Ronaldo,"['Paris St-Germain', 'Juventus']",False
530786,Mauro Icardi,"['Paris St-Germain', 'Juventus']",False
530787,Jose Mourinho,"['Real Madrid', 'Tottenham Hotspur', 'Roma']",False
530788,Romelu Lukaku,"['Chelsea FC', 'Inter Milan']",False
530789,Memphis Depay,"['Barcelona', 'Lyon']",False
530791,Michy Batshuayi,"['Chelsea FC', 'Premier League']",False
530792,Adrian,"['Liverpool FC', 'Real Betis']",False
530793,Kieran Trippier,"['Manchester United', 'Atletico Madrid']",False
530794,Chris Wood,"['Aston Villa', 'Burnley FC']",False
530795,Emile Smith Rowe,"['Arsenal FC', 'Villa']",False
530795,Emi Buendia,"['Norwich City', 'Villa']",False
530796,Duncan Ferguson,"['Everton FC', 'Goodison Park']",False
530797,Olivier Giroud,"['West Ham United', 'New York City']",False
530799,Florian Neuhaus,"['Borussia Monchengladbach', 'Liverpool FC', 'Bayern Munich']",False
530800,Zeki Celik,"['Arsenal FC', 'Manchester United', 'Tottenham Hotspur']",False
530801,Junior Firpo,"['West Ham United', 'Southampton FC']",False
530802,Alex Kral,"['West Ham United', 'Spartak Moscow']",True
530803,Sergio Aguero,"['Juventus', 'Barcelona', 'Manchester City']",False
530804,Alexis Sanchez,"['Sevilla', 'Inter Milan']",False
530805,Javi Galan,"['Leeds United', 'Huesca']",False
530808,Fabio Paratici,"['Juventus', 'Tottenham Hotspur']",False
530809,Conte,"['Spurs', 'Chelsea FC']",False
530810,Richarlison,"['Everton FC', 'Real Madrid']",False
530811,Nuno Espirito Santo,"['Everton FC', 'Wolverhampton Wanderers']",False
530812,Pedro Neto,"['Everton FC', 'Wolverhampton Wanderers']",False
530813,Emi Buendia,"['Arsenal FC', 'Aston Villa']",False
530814,Ilaix Moriba,"['Barcelona', 'Manchester United', 'Manchester City', 'Chelsea FC']",False
530815,Raphinha,"['Liverpool FC', 'Leeds United', 'Manchester United', 'Manchester City']",False
530816,Raphinha,"['Leeds United', 'Reds']",False
530818,Denzel Dumfries,"['Everton FC', 'PSV Eindhoven']",False
530819,Kristoffer Ajer,"['Norwich City', 'Celtic']",False
530820,Kamaldeen Sulemana,"['Ajax', 'Manchester United', 'FC Nordsjaelland']",False
530821,Olivier Giroud,"['AC Milan', 'Chelsea FC']",True
530822,Sead Kolasinac,"['Arsenal FC', 'Schalke']",False
530823,Saul Niguez,"['Atletico Madrid', 'Manchester United']",False
530824,Tiemoue Bakayoko,"['Fiorentina', 'Chelsea FC']",False
530827,Douglas Luiz,"['Aston Villa', 'Manchester City']",False
530830,Nicklas Bendtner,"['Arsenal FC', 'FC Copenhagen']",False
530831,Maurizio Sarri,"['Chelsea FC', 'Everton FC']",False
530832,Jack Grealish,"['Aston Villa', 'Manchester City', 'Manchester United']",True
530834,Metinho,"['Manchester City', 'Fluminense']",False
530835,Hakim Ziyech,"['Chelsea FC', 'AC Milan', 'Napoli']",
530836,Georginio Wijnaldum,"['Paris St-Germain', 'Barcelona', 'Liverpool FC']",False
530837,Richarlison,"['Everton FC', 'Real Madrid']",False
530837,James Rodriguez,"['Everton FC', 'Real Madrid']",False
530838,Emi Buendia,"['Arsenal FC', 'Norwich City']",False
530839,Matteo Guendouzi,"['Arsenal FC', 'Marseille']",True
530840,Mikel Arteta,"['Arsenal FC', 'Lyon']",False
530840,Moussa Dembele,"['Lyon', 'Arsenal FC']",False
530841,Saul Niguez,"['Bayern Munich', 'Atletico Madrid']",False
530841,Rodrigo De Paul,"['Leeds United', 'Udinese']",
530844,Marko Grujic,"['Liverpool FC', 'Hertha Berlin']",False
530846,Miralem Pjanic,"['Barcelona', 'Juventus']",False
530847,Memphis Depay,"['Barcelona', 'Lyon', 'Netherlands']",False
530849,Luis Campos,"['Monaco', 'Lille', 'Nice', 'Arsenal FC', 'Real Madrid']",False
530851,Jadon Sancho,"['Manchester United', 'Borussia Dortmund']",True
530852,Sancho,"['Manchester City', 'Manchester United']",True
530855,David Moyes,"['West Ham United', 'Everton FC']",False
530856,Kieran Trippier,"['Atletico Madrid', 'Manchester United']",False
530857,Georginio Wijnaldum,"['Barcelona', 'Liverpool FC', 'Paris St-Germain']",False
530858,Wijnaldum,"['Barcelona', 'Netherlands']",False
530858,Memphis Depay,"['Lyon', 'Netherlands']",False
530859,Ilaix Moriba,"['Barcelona', 'Manchester City', 'Manchester United']",False
530863,Eddie Nketiah,"['Leeds United', 'Arsenal FC']",False
530864,Rodrigo de Paul,"['Atletico Madrid', 'Liverpool FC', 'AC Milan']",
530865,Boubakary Soumare,"['Leicester City', 'Lille']",False
530870,Xavi Hernandez,"['Barcelona', 'Al-Sadd']",False
530872,Jonathan Woodgate,"['Bournemouth', 'Fulham']",
530872,Scott Parker,"['Fulham', 'Bournemouth']",False
530873,Eddie Howe,"['Bournemouth', 'Celtic', 'Southampton FC']",False
530876,James Ward-Prowse,"['Aston Villa', 'Southampton FC']",False
530876,Emiliano Buendia,"['Norwich City', 'Aston Villa']",False
530877,Ward-Prowse,"['Southampton FC', 'Villa']",False
530878,Martin Odegaard,"['Arsenal FC', 'Real Madrid']",True
530879,Ruben Neves,"['Wolverhampton Wanderers', 'Arsenal FC']",False
530880,Kieran Trippier,"['Arsenal FC', 'Manchester United', 'Atletico Madrid']",False
530882,Aymeric Laporte,"['Manchester City', 'Barcelona']",False
530883,Olivier Giroud,"['AC Milan', 'Chelsea FC']",True
530884,Georginio Wijnaldum,"['Barcelona', 'Paris St-Germain', 'Liverpool FC']",False
530885,Memphis Depay,"['Juventus', 'Barcelona', 'Lyon']",False
530887,Lautaro Martinez,"['Atletico Madrid', 'Inter Milan']",False
530888,Jonas Hofmann,"['Borussia Monchengladbach', 'Leicester City', 'Tottenham Hotspur', 'Chelsea FC', 'Atletico Madrid']",False
530889,Fabian Balbuena,"['Real Betis', 'West Ham United']",False
530890,Fabio Paratici,"['Tottenham Hotspur', 'Juventus']",False
530890,Antonio Conte,"['Juventus', 'Inter Milan']",False
530891,Lazio,"['Juventus', 'Chelsea FC']",False
530892,Jack Grealish,"['Manchester City', 'Aston Villa']",True
530894,Jadon Sancho,"['Manchester United', 'Borussia Dortmund']",True
530896,Ronaldo,"['Juve', 'Manchester City']",False
530897,Erling Braut Haaland,"['Chelsea FC', 'Borussia Dortmund']",False
530899,Ben White,"['Brighton & Hove Albion', 'Manchester United', 'Arsenal FC', 'Liverpool FC']",False
530900,Odsonne Edouard,"['Leicester City', 'Celtic']",False
530901,Cristian Romero,"['Atalanta', 'Manchester United']",False
530902,Gianluigi Donnarumma,"['Paris St-Germain', 'AC Milan']",False
530903,Alvaro Morata,"['Juventus', 'Atletico Madrid']",False
530904,Hamza Choudhury,"['Newcastle United', 'Southampton FC', 'Leicester City']",
530905,Scott Parker,"['Fulham', 'Bournemouth']",False
530906,Chris Wood,"['West Ham United', 'Aston Villa', 'Burnley FC', 'Everton FC']",False
530907,Pierre Ekwah,"['West Ham United', 'Chelsea FC']",
530908,Josh Feeney,"['Aston Villa', 'Manchester United']",False
530909,Nuno Espirito Santo,"['Wolverhampton Wanderers', 'Crystal Palace']",False
530910,Paul Pogba,"['Manchester United', 'Real Madrid', 'Juventus', 'Barcelona', 'Paris St-Germain']",
530911,Saul Niguez,"['Atletico Madrid', 'Manchester City']",False
530911,Bernardo Silva,"['Manchester City', 'Portugal']",False
530912,Lorenzo Pellegrini,"['Liverpool FC', 'Roma']",False
530913,Joshua King,"['Aston Villa', 'Norwich City', 'Celtic', 'Everton FC']",False
530914,Hector Bellerin,"['Arsenal FC', 'Atletico Madrid', 'Manchester United', 'Real Betis']",False
530914,Kieran Trippier,"['Atletico Madrid', 'Manchester United']",False
530915,Aaron Ramsey,"['Arsenal FC', 'Juventus']",False
530915,Hector Bellerin,"['Arsenal FC', 'Juventus']",False
530916,Fabio Vieira,"['Liverpool FC', 'Porto']",False
530917,Erling Braut Haaland,"['Borussia Dortmund', 'Chelsea FC']",False
530918,Takumi Minamino,"['Liverpool FC', 'Southampton FC']",True
530919,Graham Potter,"['Brighton & Hove Albion', 'Everton FC']",
530920,Ruben Neves,"['Arsenal FC', 'Wolverhampton Wanderers']",False
530921,Callum Hudson-Odoi,"['Bayern Munich', 'Chelsea FC']",False
530922,Ainsley Maitland-Niles,"['Arsenal FC', 'West Brom']",False
530923,Rui Patricio,"['Wolverhampton Wanderers', 'Olympiakos']",False
530924,Dani Ceballos,"['Arsenal FC', 'Real Madrid', 'La Liga']",False
530927,Ruben Loftus-Cheek,"['Chelsea FC', 'Lazio']",False
530928,Olivier Giroud,"['AC Milan', 'Chelsea FC']",True
530928,Hakim Ziyech,"['AC Milan', 'Chelsea FC']",
530928,Fikayo Tomori,"['AC Milan', 'Chelsea FC']",True
530929,Brahim Diaz,"['AC Milan', 'Real Madrid']",False
530930,Achraf Hakimi,"['Chelsea FC', 'Inter Milan', 'Paris St-Germain']",
530931,Hakimi,"['Chelsea FC', 'Aston Villa']",
530932,Ousmane Dembele,"['Paris St-Germain', 'Barcelona']",False
530933,Raheem Sterling,"['Barcelona', 'Manchester City']",False
530934,Jadon Sancho,"['Borussia Dortmund', 'Manchester United']",True
530934,Callum Hudson-Odoi,"['Chelsea FC', 'Manchester United']",False
530934,Ousmane Dembele,"['Barcelona', 'Manchester United']",False
530934,Cristiano Ronaldo,"['Juventus', 'Manchester United']",False
530935,Rafael Benitez,"['Liverpool FC', 'Newcastle United', 'Everton FC']",False
530936,Lionel Messi,"['Inter Miami', 'Barcelona']",False
530938,Marcus Thuram,"['Tottenham Hotspur', 'Borussia Monchengladbach']",False
530941,Ben White,"['Arsenal FC', 'Liverpool FC', 'Tottenham Hotspur', 'Manchester United']",False
530942,Granit Xhaka,"['Roma', 'Arsenal FC']",False
530943,Marcel Sabitzer,"['RB Leipzig', 'Tottenham Hotspur']",False
530945,Frank Lampard,"['Chelsea FC', 'Crystal Palace']",False
530946,Jesse Lingard,"['West Ham United', 'Manchester United']",False
530947,Marko Grujic,"['Porto', 'Liverpool FC']",True
530949,Romain Perraud,"['Southampton FC', 'Brest', 'Leeds United']",False
530950,Marouane Fellaini,"['Manchester United', 'Shandong Taishan']",False
530952,Harrison Reed,"['Leeds United', 'Fulham']",False
530953,Pablo Hernandez,"['FC Cartagena', 'Leeds United']",False
530954,Jacob Murphy,"['Newcastle United', 'Galatasaray']",
530955,Angus Gunn,"['Southampton FC', 'Norwich City']",True
530956,Andrea Belotti,"['Roma', 'Torino']",False
530958,Facundo Pellistri,"['Deportivo Alaves', 'Manchester United']",False
530959,Jadon Sancho,"['Manchester United', 'Borussia Dortmund', 'England']",False
530960,Kingsley Coman,"['United', 'Bayern Munich', 'Dortmund']",False
530961,Harry Kane,"['Tottenham Hotspur', 'Juventus']",False
530964,Ilkay Gundogan,"['Manchester City', 'Barcelona']",False
530965,David Moyes,"['West Ham United', 'Everton FC']",False
530966,Ashley Young,"['Inter Milan', 'Watford FC']",False
530967,Olivier Giroud,"['AC Milan', 'Chelsea FC']",True
530968,Aaron Ramsdale,"['Tottenham Hotspur', 'Wolverhampton Wanderers']",False
530969,Manuel Pellegrini,"['Real Betis', 'Everton FC', 'Real Madrid', 'Manchester City', 'West Ham United', 'Liverpool FC', 'Newcastle United', 'Wolverhampton Wanderers']",False
530969,Rafael Benitez,"['Liverpool FC', 'Newcastle United']",False
530971,Sergej Milinkovic-Savic,"['Liverpool FC', 'Lazio']",False
530972,Diego Rossi,"['Everton FC', 'Tottenham Hotspur']",False
530973,Albert Sambi Lokonga,"['Arsenal FC', 'Anderlecht', 'Monaco', 'Sevilla', 'Bayer Leverkusen']",False
530974,Mikel Arteta,"['Arsenal FC', 'RB Leipzig']",False
530975,Philippe Coutinho,"['Marseille', 'Barcelona']",False
530976,Kostas Tsimikas,"['Fenerbahce', 'Liverpool FC']",
530977,Tosin Adarabioyo,"['Arsenal FC', 'Newcastle United', 'Fulham']",False
530978,Lorenzo Pellegrini,"['Barcelona', 'Liverpool FC', 'Atalanta']",False
530979,Derek McInnes,"['West Bromwich Albion', 'Aberdeen']",
530980,Fabian Ruiz,"['Barcelona', 'Atletico Madrid']",
530981,Florian Neuhaus,"['Liverpool FC', 'Borussia Monchengladbach']",False
530982,Paulo Fonseca,"['Roma', 'Tottenham Hotspur']",False
530983,Ben White,"['Arsenal FC', 'Brighton & Hove Albion']",True
530984,Manuel Locatelli,"['Sassuolo', 'Arsenal FC']",False
530985,Jadon Sancho,"['Manchester United', 'Borussia Dortmund']",True
530986,Sergio Ramos,"['Sevilla', 'Real Madrid']",False
530987,Saul Niguez,"['Chelsea FC', 'Manchester United', 'Juventus']",False
530989,Nikola Vlasic,"['Everton FC', 'CSKA Moscow']",False
530990,Serge Aurier,"['Tottenham Hotspur', 'Paris St-Germain']",False
530991,Danny Rose,"['Watford FC', 'Tottenham Hotspur']",True
530992,Gianluigi Donnarumma,"['Paris St-Germain', 'AC Milan']",False
530995,Yves Bissouma,"['Arsenal FC', 'Brighton & Hove Albion']",False
530996,Nathan Collins,"['Burnley FC', 'Stoke']",False
530997,Aleksandar Mitrovic,"['Fulham', 'Dynamo Moscow']",False
530998,Luuk de Jong,"['Besiktas', 'Sevilla']",False
531000,Marcelo,"['Everton FC', 'Leeds United']",False
531001,Patrick Vieira,"['Arsenal FC', 'Bournemouth']",False
531002,Patson Daka,"['Leicester City', 'Liverpool FC', 'Chelsea FC', 'Tottenham Hotspur']",False
531003,Nico Gonzalez,"['Tottenham Hotspur', 'Fiorentina', 'Stuttgart']",False
531004,Mat Ryan,"['Brighton & Hove Albion', 'Arsenal FC']",False
531005,Jadon Sancho,"['Manchester United', 'Borussia Dortmund']",True
531006,Donny van de Beek,"['Arsenal FC', 'Manchester United']",
531007,Kieran Trippier,"['Atletico Madrid', 'Manchester United']",False
531008,Anthony Martial,"['Manchester United', 'Real Madrid']",False
531009,Trippier,"['Premier League', 'Atletico']",False
531010,Romeu Lukaku,"['Chelsea FC', 'Inter Milan']",False
531011,Ashley Young,"['Burnley FC', 'Watford FC', 'Inter Milan']",False
531012,Nuno Mendes,"['Manchester City', 'Real Madrid']",False
531015,Ilaix Moriba,"['Barcelona', 'Manchester City', 'Chelsea FC', 'Manchester United']",False
531016,Neto,"['Everton FC', 'Barcelona']",False
531017,Noa Lang,"['Leeds United', 'Club Bruges']",False
531021,Angus Gunn,"['Leeds United', 'Norwich City', 'Southampton FC']",False
531022,Matty James,"['Bristol City', 'Cardiff City', 'Swansea City']",False
531023,Memphis Depay,"['Barcelona', 'Lyon']",False
531024,Lautaro Martinez,"['Barcelona', 'Inter Milan']",False
531025,Stefan Radu,"['Lazio', 'Inter Milan']",False
531026,Philippe Coutinho,"['Leicester City', 'Barcelona']",False
531029,Maxwel Cornet,"['Leeds United', 'Lyon']",False
531030,Timo Werner,"['Real Madrid', 'Chelsea FC']",False
531033,Achraf Hakimi,"['Chelsea FC', 'Inter Milan']",
531035,Cristian Romero,"['Liverpool FC', 'Manchester United', 'Atalanta']",False
531037,Alberth Elis,"['Southampton FC', 'West Ham United', 'Brighton & Hove Albion', 'Watford FC']",False
531039,Nabil Fekir,"['Arsenal FC', 'Real Betis']",
531040,Conor Gallagher,"['Crystal Palace', 'Chelsea FC', 'West Brom']",False
531041,Junior Firpo,"['West Ham United', 'Southampton FC', 'AC Milan', 'Barcelona']",False
531042,Jesse Lingard,"['Manchester United', 'West Ham United']",False
531043,Gianluigi Buffon,"['Juventus', 'Parma']",
531044,Moussa Sissoko,"['Tottenham Hotspur', 'Napoli']",False
531045,Philip Billing,"['Norwich City', 'Bournemouth']",False
531046,Bernardo Silva,"['Manchester City', 'Barcelona', 'Atletico Madrid']",False
531047,Borna Barisic,"['Leeds United', 'Rangers']",False
531048,Radu Dragusin,"['Juventus', 'Crystal Palace']",False
531049,Cristiano Ronaldo,"['Manchester United', 'Juventus']",False
531051,Jadon Sancho,"['Manchester United', 'Borussia Dortmund']",True
531052,Jack Grealish,"['Chelsea FC', 'Aston Villa', 'Manchester United', 'Manchester City']",False
531053,Keylor Navas,"['Manchester United', 'Paris St-Germain']",False
531054,Granit Xhaka,"['Arsenal FC', 'Roma']",False
531055,Aaron Ramsey,"['Crystal Palace', 'West Ham United', 'Everton FC', 'Arsenal FC']",False
531056,Pascal Gross,"['Liverpool FC', 'Brighton & Hove Albion']",False
531057,Nathaniel Phillips,"['Newcastle United', 'Liverpool FC', 'Burnley FC']",False
531058,Kieran Tierney,"['Arsenal FC', 'Manchester City', 'Celtic']",False
531060,Boubakary Soumare,"['Leicester City', 'Wolverhampton Wanderers', 'Everton FC']",False
531061,James Tarkowski,"['West Ham United', 'Burnley FC']",False
531062,Matheus Nunes,"['Everton FC', 'Sporting Lisbon']",False
531065,Cristiano Ronaldo,"['Manchester United', 'Juventus', 'Paris St-Germain']",False
531065,Paul Pogba,"['Manchester United', 'Juventus', 'Paris St-Germain']",
531066,Aaron Ramsey,"['Juventus', 'Arsenal FC']",False
531067,Rafael Benitez,"['Everton FC', 'Liverpool FC']",False
531067,Nuno Espirito Santo,"['Everton FC', 'Wolverhampton Wanderers']",False
531068,Rui Patricio,"['Wolverhampton Wanderers', 'Roma']",False
531070,Andre Onana,"['Arsenal FC', 'Ajax']",False
531071,Albert Sambi Lokonga,"['Anderlecht', 'Arsenal FC']",True
531073,Patson Daka,"['Red Bull Salzburg', 'Zambia', 'Liverpool FC']",False
531074,Rodrigo de Paul,"['Atletico Madrid', 'Liverpool FC', 'Udinese']",
531076,Kingsley Coman,"['Manchester United', 'Bayern Munich']",False
531077,Sergio Ramos,"['Sevilla', 'Real Madrid']",False
531078,Scott Parker,"['Fulham', 'Bournemouth']",False
531079,Fulham,"['Swansea City', 'Barnsley']",False
531080,Adam Armstrong,"['Norwich City', 'Southampton FC', 'Blackburn Rovers']",False
531081,Sergio Ramos,"['Paris St-Germain', 'Manchester City', 'Manchester United', 'Sevilla']",False
531084,James Maddison,"['Leicester City', 'Arsenal FC']",False
531085,Memphis Depay,"['Manchester United', 'Lyon', 'Barcelona']",False
531087,Emerson Palmieri,"['Chelsea FC', 'Napoli']",False
531088,Denzel Dumfries,"['Inter Milan', 'Everton FC', 'PSV Eindhoven']",False
531089,Nicolas Gonzalez,"['Stuttgart', 'Brighton & Hove Albion']",False
531090,Tariq Lamptey,"['Tottenham Hotspur', 'Brighton & Hove Albion']",
531092,Harry Kane,"['Tottenham Hotspur', 'Manchester City']",False
531093,Sander Berge,"['Sheffield United', 'Arsenal FC']",False
531096,Kieran Trippier,"['Manchester United', 'Atletico Madrid']",False
531097,Achraf Hakimi,"['Chelsea FC', 'Inter Milan', 'Paris St-Germain']",
531098,Conor Coady,"['Everton FC', 'Wolverhampton Wanderers']",False
531099,Erling Braut Haaland,"['Chelsea FC', 'Borussia Dortmund']",False
531099,Jude Bellingham,"['Chelsea FC', 'Borussia Dortmund']",False
531100,Raphael Varane,"['Manchester United', 'Real Madrid']",True
531101,Varane,"['Real Madrid', 'Manchester United']",True
531102,Achraf Hakimi,"['Inter Milan', 'Chelsea FC', 'Paris St-Germain']",
531104,Douglas Luiz,"['Aston Villa', 'Arsenal FC', 'Roma']",False
531104,Granit Xhaka,"['Arsenal FC', 'Roma', 'Switzerland']",False
531105,Diego Costa,"['Chelsea FC', 'Atletico Madrid', 'Wolverhampton Wanderers']",False
531108,Albert Lokonga,"['Anderlecht', 'Arsenal FC', 'Sheffield United']",False
531108,Aaron Ramsdale,"['Arsenal FC', 'Sheffield United']",False
531109,Youri Tielemans,"['Leicester City', 'Manchester United', 'Liverpool FC']",False
531110,Patson Daka,"['Leicester City', 'RB Salzburg']",False
531111,Jesse Lingard,"['West Ham United', 'Manchester United']",False
531112,Alexander Isak,"['Real Sociedad', 'Liverpool FC']",False
531113,Nicolas Gonzalez,"['Brighton & Hove Albion', 'Stuttgart', 'Fiorentina']",False
531114,Harry Kane,"['Tottenham Hotspur', 'Paris St-Germain']",False
531115,Paul Pogba,"['PSG', 'Manchester United']",
531117,Sergio Ramos,"['Manchester United', 'PSG', 'Sevilla']",False
531119,Raphael Varane,"['Real Madrid', 'Manchester United', 'Chelsea FC']",False
531120,Varane,"['Manchester United', 'Atletico Madrid']",False
531120,Kieran Trippier,"['Manchester United', 'Atletico Madrid']",False
531122,Alexander Isak,"['Chelsea FC', 'Arsenal FC', 'Real Sociedad']",False
531125,Aaron Ramsey,"['Arsenal FC', 'Juventus']",False
531126,Domenico Berardi,"['Liverpool FC', 'Sassuolo']",False
531128,Matheus Nunes,"['Everton FC', 'Sporting Lisbon']",False
531129,Matteo Guendouzi,"['Arsenal FC', 'Hertha Berlin', 'Marseille']",False
531130,Jesse Lingard,"['West Ham United', 'Manchester United']",False
531131,Ainsley Maitland-Niles,"['Watford FC', 'Arsenal FC']",False
531133,Jerry Yates,"['Blackpool', 'Blackburn', 'West Ham United', 'Southampton FC', 'Norwich City']",
531133,Adam Armstrong,"['Blackburn', 'West Ham United', 'Southampton FC', 'Norwich City']",False
531134,Joao Palhinha,"['Wolverhampton Wanderers', 'Sporting Lisbon']",False
531135,Stefan Radu,"['Lazio', 'Inter Milan']",False
531136,Harry Kane,"['Manchester City', 'Tottenham Hotspur']",False
531137,Harry Kane,"['Tottenham Hotspur', 'Champions League']",False
531138,Fabio Paratici,"['Tottenham Hotspur', 'Wolverhampton Wanderers']",False
531138,Mauricio Pochettino,"['Tottenham Hotspur', 'Paris St-Germain']",False
531139,Jadon Sancho,"['Manchester United', 'Borussia Dortmund']",True
531141,Dominic Calvert-Lewin,"['Everton FC', 'Real Madrid']",False
531142,James Rodriguez,"['Real Madrid', 'Everton FC']",False
531143,Kieran Trippier,"['Paris St-Germain', 'Manchester United', 'Atletico Madrid']",False
531144,Kieran Tierney,"['Arsenal FC', 'Aston Villa']",False
531144,Emile Smith Rowe,"['Arsenal FC', 'Aston Villa']",False
531145,Ruben Loftus-Cheek,"['Chelsea FC', 'Inter Milan']",False
531147,Odsonne Edouard,"['West Ham United', 'Celtic']",False
531147,Patson Daka,"['Leicester City', 'Red Bull Salzburg']",False
531148,Rui Patricio,"['Wolverhampton Wanderers', 'Roma']",False
531149,Luka Jovic,"['Real Madrid', 'Eintracht Frankfurt']",False
531149,Andre Silva,"['Manchester United', 'Chelsea FC']",False
531150,Alexander Isak,"['Borussia Dortmund', 'Real Sociedad']",False
531151,Abdul Fatawu Issahaku,"['Liverpool FC', 'Steadfast FC']",False
531152,Radu Dragusin,"['Juventus', 'Sassuolo']",False
531153,Denzel Dumfries,"['Bayern Munich', 'PSV Eindhoven']",False
531154,Marvin Park,"['Torino', 'Real Madrid']",
531156,Steve Cooper,"['Swansea', 'Fulham', 'Bournemouth']",False
531157,Marco Silva,"['West Brom', 'Everton FC', 'Barnsley']",False
531158,Harry Kane,"['Manchester City', 'Tottenham Hotspur']",False
531160,Jadon Sancho,"['Borussia Dortmund', 'Manchester United']",True
531161,Raphael Varane,"['Paris St-Germain', 'Real Madrid']",False
531162,Sergio Ramos,"['Real Madrid', 'Roma']",False
531163,Andre Silva,"['Arsenal FC', 'Eintracht Frankfurt']",False
531164,Guido Rodriguez,"['Arsenal FC', 'Real Betis']",False
531166,Ryan Christie,"['Leicester City', 'Celtic']",False
531167,Joaquin Correa,"['Lazio', 'Arsenal FC', 'Tottenham Hotspur']",False
531167,Lucas Torreira,"['Arsenal FC', 'Uruguay']",False
531168,Hakan Calhanoglu,"['AC Milan', 'Arsenal FC']",False
531169,Cengiz Under,"['Eintracht Frankfurt', 'Roma', 'Leicester City']",False
531170,Joe Willock,"['Arsenal FC', 'Newcastle United']",True
531171,Nikola Milenkovic,"['Fiorentina', 'Juventus', 'Premier League']",False
531172,Robin Gosens,"['Barcelona', 'Atalanta']",False
531173,Sam Clucas,"['West Brom', 'Stoke City']",False
531175,Cristiano Ronaldo,"['Barcelona', 'Juventus']",False
531176,Gabriel Jesus,"['Manchester City', 'Tottenham Hotspur']",False
531176,Raheem Sterling,"['Manchester City', 'Tottenham Hotspur']",False
531177,Pau Torres,"['Manchester United', 'Villarreal']",False
531178,Hector Bellerin,"['Arsenal FC', 'Atletico Madrid']",False
531180,Rafael Benitez,"['Everton FC', 'Liverpool FC']",False
531181,Lucien Favre,"['Crystal Palace', 'Everton FC']",False
531182,Matteo Pessina,"['Atalanta', 'AC Milan', 'Roma']",False
531183,Neco Williams,"['Leeds United', 'Southampton FC', 'Aston Villa', 'Burnley FC']",False
531184,Danny Ward,"['Wolverhampton Wanderers', 'Leicester City']",False
531186,Denzel Dumfries,"['Everton FC', 'AC Milan', 'Inter Milan', 'Bayern Munich']",False
